customer_id,age,gender,location,tenure_months,contract,payment_method,paperless_billing,monthly_charges,total_charges,internet_service,online_security,tech_support,streaming_tv,streaming_movies,num_products,support_calls,complaints,satisfaction_score,churn
CUST01498,58,Female,Urban,38,Two year,Electronic check,0,65.71,2581.06,Fiber optic,1,0,0,1,4,1,1,1,1
CUST01499,42,Male,Urban,26,Month-to-month,Bank transfer,0,85.57,2255.54,Fiber optic,1,0,0,1,3,3,3,1,1
CUST01500,61,Male,Suburban,26,Month-to-month,Electronic check,0,81.75,2174.24,No,1,0,0,1,1,5,0,4,1
CUST01501,45,Male,Rural,29,Month-to-month,Credit card,1,21.14,615.78,DSL,0,0,1,0,3,1,0,1,0
CUST01502,31,Female,Urban,4,Month-to-month,Bank transfer,0,118.24,509.65,DSL,0,1,0,0,6,1,0,3,1
CUST01503,29,Female,Suburban,15,Month-to-month,Mailed check,1,114.27,1712.34,DSL,0,1,1,0,6,1,1,4,1
CUST01504,34,Female,Rural,57,One year,Electronic check,0,48.13,2742.4,DSL,0,0,0,1,2,1,0,5,0
CUST01505,49,Male,Suburban,9,Two year,Credit card,0,75.86,688.73,DSL,1,0,1,1,4,4,0,2,0
CUST01506,30,Male,Urban,36,Month-to-month,Electronic check,0,97.05,3473.96,DSL,0,0,0,0,4,0,2,3,1
CUST01507,65,Female,Rural,11,Month-to-month,Credit card,0,112.05,1257.77,No,1,1,0,1,6,1,0,3,1
CUST01508,42,Male,Urban,39,Month-to-month,Bank transfer,1,78.59,3090.1,No,1,1,0,0,1,1,0,4,0
CUST01509,62,Female,Suburban,47,Two year,Electronic check,1,21.89,1069.78,Fiber optic,0,1,1,1,2,2,1,2,1
CUST01510,53,Male,Suburban,34,Month-to-month,Mailed check,1,88.07,3026.36,Fiber optic,0,1,1,0,3,2,1,1,1
CUST01511,35,Male,Suburban,56,Month-to-month,Credit card,0,29.31,1741.36,Fiber optic,0,0,1,1,4,0,0,4,0
CUST01512,29,Female,Urban,20,Two year,Credit card,1,87.12,1795.03,Fiber optic,1,1,0,1,5,1,1,3,0
CUST01513,56,Male,Urban,41,One year,Electronic check,1,78.74,3217.98,Fiber optic,1,1,1,0,3,1,0,3,0
CUST01514,35,Male,Suburban,20,Month-to-month,Electronic check,1,84.07,1704.05,DSL,0,0,0,1,4,1,0,4,0
CUST01515,30,Female,Urban,37,Month-to-month,Electronic check,1,38.93,1511.04,No,0,1,1,1,6,0,0,3,0
CUST01516,66,Male,Urban,5,Month-to-month,Bank transfer,1,69.36,299.3,Fiber optic,0,0,1,1,2,2,0,1,1
CUST01517,43,Male,Suburban,20,Two year,Electronic check,0,81.8,1736.71,DSL,0,1,0,0,4,0,0,2,0
CUST01518,20,Female,Suburban,51,Month-to-month,Electronic check,0,50.03,2512.8,Fiber optic,1,0,1,1,4,1,3,3,1
CUST01519,43,Male,Urban,57,Month-to-month,Mailed check,1,38.16,2220.13,DSL,1,0,1,0,5,2,1,4,1
CUST01520,41,Male,Urban,20,One year,Credit card,0,42.27,845.73,No,0,0,1,1,5,0,0,5,0
CUST01521,62,Male,Rural,19,Month-to-month,Electronic check,0,105.8,2007.65,Fiber optic,1,0,0,1,3,0,0,2,1
CUST01522,55,Male,Urban,22,Month-to-month,Bank transfer,0,66.45,1396.75,No,0,0,1,0,1,1,1,2,0
CUST01523,27,Male,Urban,21,Two year,Electronic check,0,86.11,1853.69,No,1,0,0,1,1,2,0,4,0
CUST01524,25,Female,Urban,72,Month-to-month,Bank transfer,1,71.49,5082.86,Fiber optic,1,0,0,0,1,2,0,4,0
CUST01525,49,Male,Urban,47,Two year,Bank transfer,0,103.41,4788.13,No,1,1,1,1,3,2,0,1,0
CUST01526,20,Male,Rural,28,One year,Credit card,1,70.85,2041.79,No,0,1,0,1,3,1,2,4,0
CUST01527,34,Male,Urban,34,Month-to-month,Bank transfer,1,29.33,1086.7,DSL,1,0,0,1,2,1,0,5,0
CUST01528,25,Male,Urban,37,One year,Electronic check,0,39.8,1439.24,DSL,1,0,1,1,3,1,0,5,1
CUST01529,19,Female,Suburban,40,One year,Mailed check,0,21.33,903.36,Fiber optic,0,1,0,0,5,2,0,3,0
CUST01530,65,Male,Urban,28,One year,Electronic check,0,103.15,2928.03,Fiber optic,0,0,1,1,1,1,1,1,1
CUST01531,22,Male,Urban,71,One year,Electronic check,0,86.33,6124.85,Fiber optic,1,0,1,1,2,1,0,3,0
CUST01532,18,Male,Rural,21,Month-to-month,Credit card,0,95.92,2081.11,Fiber optic,0,0,0,1,5,1,1,4,1
CUST01533,66,Male,Suburban,31,Month-to-month,Mailed check,1,91.5,2828.32,No,1,0,1,1,2,3,0,4,1
CUST01534,27,Male,Urban,1,One year,Credit card,0,102.45,128.33,Fiber optic,0,0,1,1,4,2,1,3,1
CUST01535,60,Female,Urban,36,Month-to-month,Electronic check,1,118.7,4210.51,Fiber optic,0,1,0,1,5,0,1,1,1
CUST01536,19,Female,Urban,62,Month-to-month,Credit card,1,85.35,5231.15,Fiber optic,1,1,1,1,2,2,1,3,0
CUST01537,25,Male,Urban,72,Month-to-month,Credit card,0,45.23,3315.01,No,0,1,0,1,1,1,0,1,0
CUST01538,23,Female,Suburban,35,Month-to-month,Bank transfer,0,30.14,1082.46,DSL,0,1,1,1,2,0,1,4,0
CUST01539,54,Male,Suburban,11,One year,Electronic check,0,78.97,861.55,Fiber optic,0,0,0,0,4,1,1,4,1
CUST01540,50,Male,Suburban,52,Two year,Credit card,0,97.08,5143.55,Fiber optic,1,1,1,1,2,5,1,4,1
CUST01541,42,Female,Rural,47,Two year,Credit card,0,76.16,3674.39,Fiber optic,0,1,1,1,6,0,0,3,0
CUST01542,30,Female,Urban,70,Month-to-month,Electronic check,1,50.36,3547.16,DSL,1,1,1,1,1,0,0,4,0
CUST01543,22,Male,Rural,37,Month-to-month,Credit card,0,91.97,3330.11,No,1,1,1,0,3,2,1,1,1
CUST01544,47,Female,Suburban,1,Two year,Credit card,0,64.8,59.22,DSL,0,0,0,0,6,0,0,1,1
CUST01545,29,Male,Urban,65,Month-to-month,Electronic check,0,48.66,3121.27,DSL,0,1,1,1,5,1,0,1,0
CUST01546,48,Female,Suburban,49,One year,Mailed check,1,104.11,5105.87,No,0,0,1,1,1,0,0,3,1
CUST01547,53,Female,Urban,58,One year,Electronic check,0,77.65,4456.89,Fiber optic,0,0,1,1,2,2,0,5,0
CUST01548,62,Female,Suburban,9,Month-to-month,Mailed check,1,48.34,375.25,Fiber optic,1,0,1,0,1,0,0,4,1
CUST01549,43,Female,Suburban,33,Month-to-month,Credit card,1,52.86,1631.25,Fiber optic,1,0,0,0,6,0,0,3,0
CUST01550,18,Female,Urban,33,One year,Credit card,0,77.17,2554.97,DSL,1,0,0,1,5,2,2,1,0
CUST01551,32,Female,Rural,20,Month-to-month,Electronic check,1,62.29,1130.86,DSL,1,1,0,1,2,2,0,2,1
CUST01552,62,Female,Urban,61,Two year,Mailed check,0,36.05,2183.04,No,0,1,0,0,3,0,0,2,0
CUST01553,45,Male,Suburban,14,One year,Mailed check,1,81.05,1169.42,DSL,1,1,0,0,3,1,2,1,0
CUST01554,50,Male,Urban,6,Month-to-month,Mailed check,0,88.91,497.36,DSL,0,1,0,1,5,0,1,1,0
CUST01555,41,Male,Urban,17,One year,Bank transfer,1,20.01,285.93,Fiber optic,1,0,1,0,1,2,0,3,1
CUST01556,26,Female,Urban,72,Month-to-month,Bank transfer,1,73.69,5302.29,No,1,1,1,1,4,0,0,2,1
CUST01557,64,Male,Rural,9,Month-to-month,Electronic check,1,77.72,658.05,Fiber optic,0,1,1,1,5,2,0,2,0
CUST01558,58,Male,Urban,42,Two year,Mailed check,1,53.21,2244.1,DSL,1,0,1,1,6,2,0,4,1
CUST01559,69,Female,Rural,14,One year,Credit card,0,53.87,702.54,DSL,0,0,0,0,3,1,0,2,1
CUST01560,62,Male,Urban,29,One year,Electronic check,1,51.77,1496.11,No,1,1,1,1,3,1,3,4,1
CUST01561,33,Female,Urban,40,Two year,Mailed check,0,64.53,2563.88,Fiber optic,0,1,0,1,4,1,1,5,0
CUST01562,31,Female,Urban,2,Month-to-month,Credit card,0,101.19,201.8,No,0,0,1,1,4,1,1,4,1
CUST01563,30,Male,Urban,18,Month-to-month,Credit card,0,66.9,1285.96,Fiber optic,1,1,1,1,6,2,1,4,0
CUST01564,65,Male,Rural,43,Month-to-month,Bank transfer,1,119.36,5142.47,Fiber optic,0,1,0,1,2,0,1,1,1
CUST01565,46,Male,Urban,2,Month-to-month,Electronic check,1,57.62,140.46,No,0,1,0,0,3,0,0,1,1
CUST01566,41,Male,Suburban,36,Month-to-month,Bank transfer,1,89.93,3206.24,Fiber optic,1,1,0,1,3,2,0,4,0
CUST01567,68,Male,Suburban,44,Month-to-month,Bank transfer,1,74.9,3306.76,DSL,1,0,1,1,4,1,0,3,1
CUST01568,49,Male,Suburban,16,One year,Mailed check,1,96.23,1525.94,DSL,0,1,0,1,1,2,0,4,0
CUST01569,65,Male,Suburban,12,Month-to-month,Electronic check,1,108.84,1307.56,Fiber optic,0,1,1,1,1,2,0,4,1
CUST01570,69,Male,Rural,36,One year,Mailed check,0,71.17,2594.57,DSL,0,0,0,1,3,0,0,1,0
CUST01571,22,Female,Suburban,52,Two year,Mailed check,1,69.45,3586.39,DSL,0,1,1,0,1,1,1,3,0
CUST01572,36,Female,Suburban,1,Two year,Credit card,0,114.27,94.37,Fiber optic,1,1,0,1,3,0,0,3,1
CUST01573,56,Male,Suburban,25,Month-to-month,Bank transfer,0,113.37,2809.93,Fiber optic,1,0,0,1,1,1,1,4,1
CUST01574,60,Female,Suburban,72,Two year,Electronic check,1,119.7,8593.11,Fiber optic,1,1,1,1,1,3,1,3,1
CUST01575,25,Male,Urban,25,Two year,Electronic check,0,35.65,899.91,No,0,0,0,1,3,3,1,3,0
CUST01576,34,Male,Suburban,24,Month-to-month,Mailed check,1,20.36,470.44,DSL,1,0,1,1,1,0,0,4,1
CUST01577,46,Male,Urban,54,Month-to-month,Mailed check,1,63.73,3516.32,Fiber optic,0,1,0,1,4,0,1,4,1
CUST01578,59,Male,Suburban,35,Month-to-month,Electronic check,1,93.33,3400.51,Fiber optic,1,1,1,1,4,0,0,4,0
CUST01579,23,Male,Rural,29,One year,Credit card,1,27.29,763.01,Fiber optic,1,1,1,0,1,2,0,2,0
CUST01580,49,Male,Rural,57,One year,Credit card,1,57.36,3284.22,Fiber optic,1,0,0,1,5,3,0,1,0
CUST01581,33,Male,Suburban,3,Month-to-month,Credit card,1,78.15,286.35,Fiber optic,0,1,0,0,2,1,0,3,0
CUST01582,29,Male,Suburban,52,One year,Mailed check,1,41.25,2131.71,No,0,0,0,1,4,2,1,2,0
CUST01583,44,Female,Suburban,28,Month-to-month,Credit card,1,93.11,2557.36,No,1,1,0,1,6,1,1,1,1
CUST01584,39,Female,Urban,64,Month-to-month,Bank transfer,0,42.95,2835.71,No,0,1,1,1,5,1,1,5,1
CUST01585,51,Female,Urban,53,Two year,Mailed check,1,104.07,5550.02,No,0,1,1,1,2,0,0,3,0
CUST01586,34,Female,Urban,68,Two year,Electronic check,1,54.83,3744.37,Fiber optic,1,1,0,1,3,0,0,3,0
CUST01587,60,Female,Urban,10,One year,Electronic check,0,79.86,871.13,Fiber optic,1,0,1,1,2,3,1,2,1
CUST01588,22,Male,Rural,14,Month-to-month,Electronic check,1,74.42,1080.39,Fiber optic,0,1,1,0,3,2,1,5,0
CUST01589,62,Male,Rural,66,Month-to-month,Credit card,0,49.64,3273.84,Fiber optic,0,0,1,0,6,3,1,5,1
CUST01590,19,Male,Suburban,29,Month-to-month,Bank transfer,0,63.91,1804.56,DSL,1,0,1,1,5,1,0,2,1
CUST01591,56,Male,Urban,59,Month-to-month,Credit card,1,104.6,6146.73,Fiber optic,0,0,1,0,4,6,1,3,1
CUST01592,36,Female,Suburban,50,Month-to-month,Mailed check,1,74.83,3801.74,No,1,1,0,0,2,2,0,5,1
CUST01593,37,Male,Urban,36,Two year,Electronic check,1,25.56,954.26,Fiber optic,1,1,0,0,4,2,1,3,0
CUST01594,18,Female,Suburban,4,One year,Mailed check,0,91.3,355.87,DSL,1,1,1,0,4,2,1,3,1
CUST01595,54,Female,Rural,6,Month-to-month,Electronic check,0,38.25,317.83,Fiber optic,1,1,0,1,5,0,0,4,0
CUST01596,26,Male,Urban,52,Month-to-month,Credit card,1,68.61,3559.86,Fiber optic,1,1,0,1,1,5,0,3,1
CUST01597,52,Female,Urban,8,Month-to-month,Electronic check,1,66.85,584.18,No,1,1,1,0,6,1,1,1,1
CUST01598,55,Male,Urban,1,Month-to-month,Electronic check,1,68.65,79.65,DSL,0,1,1,1,4,2,0,2,1
CUST01599,61,Male,Urban,16,One year,Mailed check,0,23.1,466.25,Fiber optic,1,0,0,1,3,3,0,5,0
CUST01600,54,Male,Urban,66,Month-to-month,Credit card,1,47.24,3155.49,Fiber optic,0,1,1,1,5,1,1,4,1
CUST01601,33,Male,Urban,46,Two year,Mailed check,1,25.07,1155.53,Fiber optic,1,1,0,1,4,1,0,5,0
CUST01602,56,Female,Urban,52,Month-to-month,Electronic check,1,61.5,3189.06,DSL,0,1,0,0,2,2,0,4,1
CUST01603,60,Male,Urban,47,Month-to-month,Bank transfer,0,82.13,3859.34,No,0,1,1,1,6,3,0,2,1
CUST01604,34,Male,Urban,41,Two year,Electronic check,1,85.41,3465.54,No,1,1,0,0,6,1,1,5,0
CUST01605,24,Male,Suburban,19,Month-to-month,Bank transfer,1,26.45,434.21,Fiber optic,0,1,1,1,6,3,0,3,0
CUST01606,64,Male,Urban,31,Month-to-month,Bank transfer,1,31.89,1004.03,DSL,0,0,0,0,1,6,1,3,0
CUST01607,25,Female,Rural,40,One year,Electronic check,1,86.15,3419.32,Fiber optic,1,1,0,1,6,1,0,4,0
CUST01608,48,Female,Urban,72,Month-to-month,Mailed check,1,73.12,5237.83,Fiber optic,1,1,0,0,2,3,0,5,0
CUST01609,30,Male,Urban,65,Month-to-month,Electronic check,0,103.34,6712.66,Fiber optic,1,1,0,1,3,1,2,4,0
CUST01610,24,Female,Urban,54,Month-to-month,Electronic check,1,40.51,2190.15,Fiber optic,1,0,1,1,5,3,1,3,0
CUST01611,58,Male,Suburban,59,Month-to-month,Bank transfer,1,32.03,1890.14,Fiber optic,0,0,0,1,3,2,3,4,1
CUST01612,25,Male,Urban,59,Month-to-month,Electronic check,1,56.2,3402.71,No,1,0,1,1,5,2,0,2,1
CUST01613,52,Female,Suburban,49,Month-to-month,Electronic check,1,83.71,4134.91,No,0,0,1,0,4,0,0,2,1
CUST01614,54,Male,Urban,60,One year,Bank transfer,1,68.6,4221.39,Fiber optic,0,0,0,0,1,3,0,5,1
CUST01615,21,Male,Rural,6,Two year,Bank transfer,1,29.86,157.21,DSL,0,1,0,1,1,4,0,5,0
CUST01616,26,Male,Urban,2,Month-to-month,Credit card,0,27.13,93.45,DSL,1,0,0,1,1,2,0,2,1
CUST01617,59,Male,Urban,32,Month-to-month,Credit card,1,87.77,2789.47,DSL,0,0,0,1,2,1,0,2,0
CUST01618,44,Female,Rural,4,Month-to-month,Mailed check,0,49.7,170.74,Fiber optic,0,0,0,1,3,2,0,1,1
CUST01619,24,Male,Urban,25,Month-to-month,Mailed check,0,86.95,2281.03,Fiber optic,1,1,0,1,6,1,1,2,1
CUST01620,69,Male,Urban,15,Month-to-month,Bank transfer,1,49.49,703.94,No,1,1,0,1,3,3,0,3,0
CUST01621,31,Male,Suburban,69,One year,Credit card,0,51.48,3440.53,Fiber optic,1,0,0,1,1,0,2,5,0
CUST01622,18,Female,Urban,48,Month-to-month,Mailed check,0,40.98,1931.64,DSL,0,0,0,1,4,1,2,4,1
CUST01623,66,Female,Urban,4,Month-to-month,Credit card,1,118.37,373.06,Fiber optic,0,0,1,1,3,0,0,4,1
CUST01624,18,Female,Urban,45,One year,Bank transfer,0,21.61,924.88,Fiber optic,1,1,0,1,6,0,0,1,0
CUST01625,46,Female,Urban,53,Two year,Electronic check,1,32.73,1691.76,DSL,1,1,1,0,1,1,0,1,1
CUST01626,69,Female,Rural,24,Month-to-month,Credit card,0,103.63,2488.88,Fiber optic,0,1,1,1,2,0,2,5,0
CUST01627,48,Female,Suburban,64,Month-to-month,Electronic check,0,33.82,2062.0,DSL,1,1,1,1,5,3,0,4,0
CUST01628,48,Female,Suburban,71,Two year,Credit card,0,48.07,3472.77,DSL,0,1,0,0,1,4,0,5,1
CUST01629,38,Male,Urban,71,Month-to-month,Mailed check,1,46.28,3192.09,Fiber optic,0,0,1,1,4,1,0,2,1
CUST01630,24,Male,Suburban,7,One year,Bank transfer,1,89.7,621.51,No,0,0,1,1,5,0,0,3,0
CUST01631,47,Male,Suburban,33,One year,Bank transfer,0,61.12,2000.75,No,1,0,1,1,1,3,1,4,1
CUST01632,64,Male,Urban,56,Month-to-month,Electronic check,0,104.06,5868.63,DSL,1,0,1,1,4,2,1,5,1
CUST01633,22,Male,Rural,32,Month-to-month,Bank transfer,0,94.74,3049.26,Fiber optic,0,0,1,0,6,0,0,1,1
CUST01634,63,Female,Suburban,35,Month-to-month,Electronic check,1,73.11,2618.19,No,1,0,1,1,4,4,0,1,0
CUST01635,39,Female,Suburban,24,Month-to-month,Mailed check,1,44.91,1059.77,No,0,0,0,0,2,1,0,5,1
CUST01636,45,Male,Urban,31,Month-to-month,Electronic check,0,99.24,3053.2,No,0,0,1,1,5,1,0,3,1
CUST01637,26,Male,Urban,51,One year,Credit card,0,106.6,5457.24,Fiber optic,1,1,0,1,1,1,1,2,0
CUST01638,50,Male,Suburban,2,One year,Credit card,1,103.63,258.72,No,0,1,1,0,6,1,1,5,0
CUST01639,27,Female,Suburban,58,Two year,Electronic check,0,25.17,1501.11,Fiber optic,1,0,0,1,6,3,1,2,1
CUST01640,32,Male,Urban,53,Two year,Credit card,1,89.8,4775.49,DSL,1,0,1,1,1,1,1,3,0
CUST01641,55,Male,Urban,10,One year,Credit card,0,90.39,915.53,DSL,1,1,0,1,2,1,1,5,0
CUST01642,20,Male,Suburban,56,Month-to-month,Electronic check,1,114.31,6399.55,No,1,1,1,1,5,0,1,5,1
CUST01643,41,Female,Urban,38,Month-to-month,Credit card,1,46.35,1781.8,No,1,0,1,1,5,2,0,5,0
CUST01644,48,Male,Urban,23,One year,Electronic check,1,98.63,2370.24,Fiber optic,0,1,0,0,4,3,2,4,1
CUST01645,24,Female,Suburban,33,One year,Credit card,0,88.91,2921.9,Fiber optic,1,1,0,0,5,2,0,4,0
CUST01646,33,Female,Urban,38,Month-to-month,Mailed check,1,107.87,4080.84,DSL,0,1,1,0,6,0,0,2,1
CUST01647,35,Male,Urban,16,One year,Credit card,0,89.33,1407.23,Fiber optic,1,1,1,1,5,1,0,2,1
CUST01648,52,Female,Urban,44,Month-to-month,Electronic check,1,105.25,4650.47,Fiber optic,1,0,0,0,4,0,0,5,1
CUST01649,68,Female,Rural,46,Month-to-month,Mailed check,0,55.96,2468.07,Fiber optic,0,0,1,1,3,2,0,4,0
CUST01650,61,Female,Urban,27,Two year,Credit card,1,35.76,958.77,Fiber optic,0,1,1,1,6,2,0,2,0
CUST01651,27,Male,Suburban,34,Month-to-month,Bank transfer,1,56.34,1959.59,Fiber optic,1,1,0,1,4,1,1,1,1
CUST01652,18,Female,Rural,45,Month-to-month,Bank transfer,1,101.51,4541.64,No,1,1,1,0,5,2,0,1,1
CUST01653,20,Female,Suburban,37,One year,Bank transfer,1,33.16,1236.26,No,1,0,0,0,6,0,0,3,0
CUST01654,48,Male,Suburban,32,One year,Bank transfer,1,83.79,2786.75,DSL,0,0,0,1,2,3,1,2,1
CUST01655,26,Male,Suburban,69,Month-to-month,Electronic check,1,118.76,8211.02,DSL,1,0,1,0,5,1,0,3,0
CUST01656,30,Female,Urban,64,One year,Electronic check,0,109.5,6896.04,DSL,1,1,1,1,4,3,0,4,0
CUST01657,62,Female,Suburban,28,Month-to-month,Electronic check,0,87.12,2368.87,DSL,1,0,0,0,2,2,0,3,0
CUST01658,63,Female,Rural,52,One year,Electronic check,1,99.26,5148.97,Fiber optic,0,0,0,1,4,4,1,4,1
CUST01659,61,Female,Suburban,59,Month-to-month,Credit card,0,31.65,1827.16,Fiber optic,0,1,1,1,6,2,1,5,0
CUST01660,31,Male,Urban,8,Two year,Mailed check,1,69.88,564.21,DSL,0,0,1,1,4,1,0,4,0
CUST01661,50,Male,Urban,43,One year,Mailed check,0,73.19,3132.44,No,1,0,0,1,5,3,0,5,0
CUST01662,49,Female,Rural,58,Month-to-month,Electronic check,1,98.27,5757.96,Fiber optic,0,0,0,0,1,1,0,1,1
CUST01663,27,Male,Urban,5,Month-to-month,Credit card,1,48.26,186.73,DSL,1,1,1,0,3,1,0,4,1
CUST01664,46,Male,Suburban,25,Month-to-month,Electronic check,1,30.65,755.88,Fiber optic,1,0,0,1,1,0,1,4,0
CUST01665,45,Female,Urban,58,One year,Electronic check,1,89.81,5219.84,Fiber optic,1,0,0,1,3,1,0,4,0
CUST01666,38,Male,Suburban,68,One year,Credit card,1,69.26,4726.74,Fiber optic,0,1,1,0,3,2,0,4,0
CUST01667,57,Male,Suburban,72,One year,Electronic check,0,104.23,7511.9,Fiber optic,0,1,1,1,2,1,2,4,1
CUST01668,53,Male,Urban,44,Two year,Credit card,0,68.15,2878.04,DSL,1,1,0,1,3,0,3,1,0
CUST01669,45,Male,Urban,4,Month-to-month,Mailed check,1,104.63,422.68,Fiber optic,0,1,0,0,4,2,1,3,1
CUST01670,55,Male,Suburban,2,One year,Bank transfer,0,70.78,134.02,No,0,1,1,1,4,3,0,3,1
CUST01671,57,Male,Urban,59,Month-to-month,Electronic check,0,98.27,5841.14,Fiber optic,0,1,1,1,3,1,0,5,0
CUST01672,47,Male,Urban,53,One year,Mailed check,0,92.07,4915.86,Fiber optic,1,0,0,0,4,3,0,2,0
CUST01673,31,Male,Suburban,14,Month-to-month,Mailed check,0,46.61,664.58,No,1,0,1,1,4,1,1,3,0
CUST01674,57,Female,Urban,10,One year,Bank transfer,0,50.94,525.06,No,0,1,0,1,1,2,0,4,0
CUST01675,55,Female,Suburban,11,Month-to-month,Credit card,0,109.92,1276.74,No,1,0,0,1,3,2,0,1,1
CUST01676,69,Female,Urban,64,Month-to-month,Electronic check,0,43.1,2815.91,DSL,0,0,1,0,5,0,2,3,0
CUST01677,25,Female,Urban,56,Month-to-month,Bank transfer,1,89.75,5039.77,DSL,0,0,1,0,5,0,0,3,0
CUST01678,39,Male,Rural,69,Two year,Electronic check,0,34.51,2488.46,No,1,1,1,1,5,4,0,4,0
CUST01679,66,Female,Urban,9,Month-to-month,Credit card,0,95.52,828.27,No,0,1,0,0,2,3,0,5,1
CUST01680,44,Female,Urban,51,Month-to-month,Credit card,1,42.33,2099.56,Fiber optic,1,0,0,1,6,0,0,5,0
CUST01681,67,Male,Suburban,67,Month-to-month,Electronic check,1,79.41,5319.93,No,0,0,0,0,3,0,2,1,0
CUST01682,18,Male,Rural,39,Month-to-month,Electronic check,1,76.42,2961.69,Fiber optic,0,0,0,1,6,0,0,3,0
CUST01683,19,Female,Suburban,56,Two year,Bank transfer,1,40.35,2136.33,DSL,1,0,1,0,1,1,0,5,0
CUST01684,59,Female,Suburban,44,Two year,Credit card,1,69.14,3009.54,No,1,0,1,1,5,1,0,5,0
CUST01685,36,Male,Urban,1,Two year,Bank transfer,1,107.92,125.1,No,1,0,1,0,2,3,1,4,1
CUST01686,45,Male,Urban,31,Two year,Mailed check,0,88.05,2726.65,Fiber optic,1,1,1,1,4,2,0,2,0
CUST01687,40,Male,Rural,19,Month-to-month,Bank transfer,1,119.27,2227.31,Fiber optic,1,1,1,0,1,2,0,4,1
CUST01688,39,Male,Rural,7,Month-to-month,Electronic check,1,98.46,691.34,Fiber optic,0,0,1,0,3,1,0,2,1
CUST01689,66,Female,Suburban,43,One year,Credit card,1,84.35,3633.2,Fiber optic,1,0,0,0,5,3,1,4,1
CUST01690,22,Female,Urban,67,One year,Credit card,0,76.32,5149.19,Fiber optic,1,1,1,1,4,0,0,1,0
CUST01691,58,Male,Urban,4,Month-to-month,Credit card,1,113.74,422.88,Fiber optic,1,0,0,0,2,1,0,1,1
CUST01692,64,Female,Urban,24,One year,Credit card,1,72.7,1788.49,Fiber optic,0,0,1,1,2,2,0,4,0
CUST01693,52,Female,Rural,49,Month-to-month,Credit card,1,60.27,2898.7,DSL,1,0,0,0,2,4,1,3,1
CUST01694,38,Female,Suburban,23,Month-to-month,Electronic check,1,103.45,2354.18,DSL,0,1,1,1,6,1,0,4,0
CUST01695,26,Male,Urban,9,Month-to-month,Credit card,1,114.02,1111.13,DSL,1,0,1,0,2,3,1,1,1
CUST01696,53,Female,Urban,14,Two year,Electronic check,0,67.89,899.27,Fiber optic,0,0,0,0,4,2,0,1,1
CUST01697,42,Female,Urban,2,One year,Mailed check,1,33.72,34.5,Fiber optic,1,1,1,1,1,2,0,2,0
CUST01698,25,Female,Urban,72,Month-to-month,Mailed check,1,80.84,5757.82,Fiber optic,0,0,1,0,4,0,2,5,1
CUST01699,36,Male,Suburban,36,Two year,Electronic check,1,94.09,3345.88,Fiber optic,0,1,1,1,4,2,0,1,0
CUST01700,68,Male,Suburban,68,Two year,Mailed check,1,57.36,3907.4,DSL,0,0,0,1,4,1,0,2,0
CUST01701,31,Female,Urban,50,Month-to-month,Mailed check,1,94.79,4774.83,No,1,0,1,1,6,1,0,4,1
CUST01702,27,Male,Suburban,26,One year,Electronic check,1,73.11,1899.93,Fiber optic,0,0,0,0,5,1,4,4,1
CUST01703,53,Female,Rural,68,Month-to-month,Mailed check,0,50.14,3393.29,Fiber optic,1,1,0,0,2,1,0,3,1
CUST01704,28,Male,Urban,19,Month-to-month,Mailed check,0,82.95,1513.91,DSL,1,0,0,0,5,3,1,5,1
CUST01705,65,Female,Urban,14,Month-to-month,Bank transfer,1,58.89,788.1,Fiber optic,1,0,1,0,2,1,1,5,0
CUST01706,62,Male,Urban,58,Month-to-month,Bank transfer,1,98.68,5646.14,Fiber optic,0,0,0,1,1,0,1,3,1
CUST01707,69,Male,Urban,40,Month-to-month,Bank transfer,1,20.31,849.23,Fiber optic,0,1,0,1,6,4,1,3,1
CUST01708,65,Male,Suburban,31,Month-to-month,Bank transfer,1,101.82,3196.72,DSL,1,1,0,1,3,0,0,5,0
CUST01709,30,Male,Suburban,43,Month-to-month,Bank transfer,0,50.66,2176.36,Fiber optic,1,1,1,1,3,1,2,4,1
CUST01710,29,Male,Urban,70,One year,Electronic check,1,115.96,8139.27,No,0,0,1,1,6,1,0,4,0
CUST01711,35,Male,Urban,21,One year,Mailed check,1,95.92,2058.13,No,0,0,1,1,4,0,0,4,0
CUST01712,42,Male,Rural,65,Month-to-month,Mailed check,0,44.1,2871.56,No,0,0,0,1,5,2,0,2,1
CUST01713,63,Female,Urban,66,Month-to-month,Electronic check,0,117.88,7849.76,DSL,0,0,1,0,6,3,1,3,1
CUST01714,56,Female,Suburban,55,Month-to-month,Credit card,1,69.96,3796.61,Fiber optic,1,1,1,0,2,2,0,3,0
CUST01715,51,Female,Suburban,12,Two year,Electronic check,0,72.29,850.05,DSL,0,1,0,0,1,0,1,4,0
CUST01716,63,Male,Suburban,7,Two year,Credit card,1,110.95,753.26,Fiber optic,1,0,0,1,3,3,1,4,1
CUST01717,51,Female,Suburban,9,Month-to-month,Electronic check,0,111.84,1038.92,Fiber optic,0,1,0,1,1,0,0,3,1
CUST01718,37,Female,Suburban,51,One year,Bank transfer,0,89.69,4502.48,Fiber optic,0,0,1,0,3,1,0,5,0
CUST01719,39,Male,Suburban,29,One year,Electronic check,1,117.84,3489.76,No,1,1,1,0,4,0,0,4,0
